name,totalInvested,dealCount
Mahesh Murthy,400000.0,1
Mahesh Parasuraman,0.0,0
Mahesh Pratapneni,500000.0,1
Maheshwar Peri,1500000.0,1
"Maheshwar Peri, founder and chairman of career information portal Careers360, and Jamshed Jeejeebhoy, director at Byramjee Jeejeebhoy Pvt. Ltd were among the angels",150000.0,1
Maheshwari Investments Pvt Ltd,330000.0,1
Mahindra & Mahindra and Infuse Ventures,2000000.0,1
Mahindra Holidays & Resorts India Ltd,450000.0,1
Mahindra Partners,21000000.0,1
Mahindra Univeg,0.0,0
Mahindra and Mahindra Financial Services,2300000.0,1
Maiden Lane Ventures,2700000.0,1
MakeMyTrip,30000000.0,3
MakeMyTrip Innovation Fund,0.0,0
MakeMyTrip Limited,10000000.0,1
Malini Patel,155000.0,1
Malvinder and Shivinder Singh,2400000.0,1
Mamoru Taniya,10000000.0,1
Man Capital,2000000.0,1
Man Capital LLP,2000000.0,1
Mandar Mhatre,0.0,0
Mandeep Singh,0.0,0
Mandhian family & Others,3100000.0,1
Mangrove Capital Partners,0.0,0
Mangroves Capital Partners,3000000.0,1
Manickam Mahalingam,500000.0,1
Maninder Gulati,0.0,0
Manipal Education and Medical Group (MEMG),54500000.0,2
Manipal Global Education Services,3000000.0,1
Manipal Group,200000.0,1
Manish Amin,0.0,0
Manish Dhingra,1300000.0,1
Manish Dugar,400000.0,1
Manish Gandhi,100000.0,1
Manish Gupta,0.0,0
Manish Kheterpal,2700000.0,3
Manish Maheshwari,2000000.0,1
Manish Poddar,570000.0,1
Manish Prasad,300000.0,1
Manish Shah,300000.0,1
Manish Singhal,300000.0,1
Manish Vij,285000.0,1
Manisha Gupta,0.0,0
Manoj Kumar & Other undisclosed investors,0.0,0
Manoj Varghese,0.0,0
Manpreet Singh,0.0,0
Mantra Ventures,1000000.0,1
Manvinder Singh Banga,0.0,0
Mape Advisory,1000000.0,1
Mape Advisory Group,600000.0,1
Maple Capital Advisors,0.0,0
MapmyIndia,0.0,0
March Capital,145000000.0,1
March Capital Partners,89080000.0,2
Marico Innovation Foundation (MIF),0.0,0
Mariwala family,12300000.0,1
Mark Mobius & 9 Other Angel investors,0.0,0
MasterCard,0.0,0
Mathew Cyriac,7150000.0,2
Mato Peric,0.0,0
Mato Peric & Others,0.0,0
Matrix PArtners,2000000.0,1
Matrix Partner,0.0,0
Matrix Partners,625900000.0,20
Matrix Partners India,69500000.0,7
Matrix Partners India and Zodius Capital,29000000.0,1
"Matrix Partners, alcon Edge Capital",31000000.0,1
Matt Glickman,0.0,0
Matt Mullenweg,0.0,0
Maverick Capital,15000000.0,1
Maverick Capital Ltd and HBM Healthcare Investments Ltd,10000000.0,1
Maverick Capital Ventures,30000000.0,2
Max Levchin,1300000.0,1
Max Ventures and Industries,0.0,0
Mayank Bhangdia,1000000.0,1
Mayank Mittal & Others,200000.0,1
Mayank Shah,1000000.0,1
Mayank Singhal,6000000.0,1
Mayank Singhal and others,0.0,0
Mayfield,14500000.0,2
Mayfield & Others,5000000.0,1
Mayfield Capital,10750000.0,1
Mayfield Fund,1300000.0,1
Mayfield India,67450000.0,6
Mayfield India II Management Ltd,3000000.0,1
Mayfield Ventures,32000000.0,5
Mayur Abhaya,1500000.0,1
Medi Assist,1000000.0,1
MediAssist,1350000.0,1
MediaTek,50000000.0,1
MediaTek Inc.,60000000.0,1
Meet Kanodia,0.0,0
Meher Roy,0.0,0
Mehul Shah,150000.0,1
Mekin Maheshwar,0.0,0
Mekin Maheshwari,1750000.0,3
Menterra Social Impact Fund,1240000.0,2
Menterra Venture & Artha Initiatives,0.0,0
MeraEvents.,120000.0,1
Mercury Fund,500000.0,1
MeritTrac,0.0,0
Meritech Capital Partners,50000000.0,1
Meru Capital,25000000.0,1
Metaform Ventures,436000.0,1
Michael & Susan Dell Foundation,28400000.0,6
Michael Blakey,0.0,0
Michael Carlos,9500000.0,1
Michael Herzig,750000.0,1
Michael Marks,0.0,0
Michael Patrick Hickey,148434.0,1
Michael and Susan Dell Foundation,5000000.0,3
Micro venture capital firm GEMS Partners and Others,436000.0,1
Micromax,0.0,0
Micromax Informatics,15000000.0,1
Micromax Informatics Ltd,0.0,0
Microsoft Ventures,23000000.0,1
"Microsoft, eBay",1400000000.0,1
Mike Galgon,500000.0,1
Mike Shah,625000.0,1
Milestone,6320820.0,1
Milind Chaudhary,200000.0,1
Milind Sarwate,0.0,0
Milliways Ventures,1000000.0,1
Mirah Hospitality,470000.0,1
Mistletoe,8000000.0,2
Mitali Pawar,200000.0,1
Miten Mehta,0.0,0
Mitesh Majithia,2500000.0,1
Mitesh Shah,1000000.0,1
Mitin Patel,0.0,0
Mitsui & Co & existing investors,21500000.0,1
Mitsui & Co.,55000000.0,2
MoMagic Technologies,1475000.0,2
Mobikon,0.0,0
Mohammed Bin Abdul Rehman Al Khalifa,1500000.0,1
Mohammed Khan,250000.0,2
Mohan Alexander,350000.0,1
Mohan Kumar,0.0,0
Mohan Tanksale,0.0,0
Mohandas Pai,150000.0,1
Mohandas Pai & others,4900000.0,2
Mohandas Pai. Pallav Nadhani,0.0,0
Mohit Agarwal,0.0,0
Mohit Goel,1000000.0,1
Mohit Gulati,0.0,0
Mohit Gupta,2500000.0,1
Mohit Joshi & Others,330000.0,1
Mohit Lalvani,500000.0,1
Mohit Satyan,0.0,0
Mohit Satyanand,0.0,0
Mohit Satyanand & others,0.0,0
Mohit Saxena,400000.0,1
Mohit Sharma,0.0,0
Mohit Srivastav,5000000.0,1
Mohr Davidow Ventures,16000000.0,1
Moksh Sports Ventures,464000.0,1
Montane Ventures,3100000.0,1
Morgan Stanley,50000000.0,1
Morgan Stanley Private Equity Asia,36230000.0,1
Mount Nathan Advisors,3000000.0,2
Mount Nathan Advisors Pte Ltd,500000.0,1
Mountain Pain Capital,537000.0,1
Mountain Pine Capital,1500000.0,1
Mousse Partners,160000000.0,2
Mr. Manoj Prasad,500000.0,1
Mr. Praveen Someshwar,0.0,0
Mr. Sudhir & Ms. Shalini Sethi,0.0,0
Mridul Upreti,0.0,0
Mudit Saxena,200000.0,1
Mukesh Bansal,0.0,0
Mukesh Kumar Gupta,50000.0,1
Mukul Singhal,1700000.0,2
Multiple Angel Investors,319605.0,1
Multiple investors,150000.0,1
Multiple investors through Ten Minute Million competition,90000.0,4
Multiples Alternate Asset Management,85000000.0,1
Multipoint Capital,1400000.0,1
Mumbai Angel,1500000.0,1
Mumbai Angels,63100000.0,9
Mumbai Angels & Group of other investors,0.0,0
Mumbai Angels & Other angel investors,350000.0,1
Mumbai Angels MAPE Advisory Group.,0.0,0
Mumbai Angels Network,650000.0,1
"Mumbai Angels, ah! Ventures",1500000.0,1
Munesh Khanna,233000.0,1
Munish Jauhar,0.0,0
Murali Nair,175000.0,1
Murugappa Group,0.0,0
Mustafa Patni,0.0,0
Mustafa Wajid,0.0,0
Myntra) and Mitesh Shah (finance chief,500000.0,1
Myntra/LivSpace Founders,0.0,0
N Squared Management LLC,2300000.0,1
N.S. Raghavan Centre for Entrepreneurial Learning,0.0,0
NB Ventures,3350000.0,3
NB Ventures and Others,0.0,0
NEA,13300000.0,2
NEA Ventures,10000000.0,1
NGP,11000000.0,1
NPTK,12000000.0,1
NR Narayana Murthy.,12000000.0,1
NSI Infinium Global Pvt. Ltd,8900000.0,1
NTT Finance,0.0,0
NY based Hedge Fund,225000000.0,1
Nagaraja Prakasam,0.0,0
Nagendra Chaudhary,1000000.0,1
Nagendra Prasad Bhanuprakash,223608.0,1
Nahata Family,5400000.0,1
Nalin Jain,205000.0,1
Nalin Jain & other angel investors,220000.0,1
Naman Sarawagi,0.0,0
Namrata Kaul,0.0,0
Nanadan Nilekani,315000.0,1
Nandan Nilekani,41150000.0,6
Nandan Nilekani\\xe2\\x80\\x99s NRJN Trust,5500000.0,1
Nandkumar Rane,0.0,0
Nandu Nandkishore,0.0,0
NanoHoldings,18000000.0,1
Narayan Ramachandran,1200000.0,1
Narayan Seshadri,15000000.0,1
Narendra Karnavat,0.0,0
Naresh Ravindranath,0.0,0
Narottam Thudi,850000.0,1
Nasper,80000000.0,1
Naspers,296000000.0,3
Natarajan Iyer,0.0,0
National Science and Technology Entrepreneurship Development Board,30000.0,1
Native Angels Network,0.0,0
Naturals Salon Chain,15000000.0,1
Naveen Arya,2000000.0,1
Naveen Gupta,30000.0,1
Naveen Tewari,3000000.0,2
Naveen Tiwari,400000.0,1
Naver,23000000.0,1
Navjot Saini,300000.0,1
Navneet Education and Mahavir Agency,17000000.0,1
Naya Ventures,1000000.0,1
Nazara Games,0.0,0
Nazara Technologies,0.0,0
Nazara Technologies Pvt Ltd,0.0,0
Nederlandse Financierings-Maatschappij voor Ontwikkelingslanden N.V.,4700000.0,1
Neelesh Bhatnagar,4000000.0,1
Neeraj Aggarwal,2250000.0,1
Neeraj Arora,0.0,0
Neeraj Goenka,370000.0,1
Neeraj Jawalkar,400000.0,1
Neha Vats,80000.0,1
Nelstone Ventures,2700000.0,1
Neoplux,5500000.0,1
Neoplux Technology Fund,10000000.0,1
Neoteric Infomatique Limited,3000000.0,1
Ness Wadia,490000.0,1
Net1 UEPS Technologies Inc,40000000.0,1
Network 18,88230000.0,2
New Atlantic Ventures,5000000.0,1
New Enterprise Associates,82100000.0,4
New Enterprise Associates (NEA),5200000.0,1
"New Enterprise Associates (NEA), e.ventures, ru-Net",11000000.0,1
New India Investment Corporation,4850000.0,1
Newbie Promoter Pvt Ltd,100000.0,1
Newbie Promoters,150000.0,1
Newfort Capital,500000.0,1
Next Orbit Ventures Fund,750000.0,1
Nexus,0.0,0
Nexus India Capital Advisors,8500000.0,1
Nexus Venture Partners,457730200.0,27
Nexus Venture Partners and Arena Ventures,1800000.0,1
Nexus Venture Partners and Blume Ventures,11500000.0,1
Nexus Ventures,13500000.0,1
Nexus venture Partners,18000000.0,1
Nibhrant Shah,175000.0,1
Nick Adams,115000.0,1
Nick Haulkoury,300000.0,1
Nicolas Braithwaite,0.0,0
Nihon Kotsu,500000.0,1
Nihon Kotsu Co,1000000.0,1
Nikhil Arora,0.0,0
Nikhil Bagri,100000.0,1
Nikhil G and Bhavesh P,200000.0,1
Nikhil Golcha,448000.0,1
Nikhil Vora,1500000.0,1
Nikhil Vora & others,0.0,0
Nikunj Jain,240000.0,1
Nikunj Jhaveri,1000000.0,1
Nilender Chauhan,40000.0,1
Nilesh Shah,0.0,0
Niloufer Dundh,0.0,0
Nimit Panigrahi,0.0,0
Nimitt Desai & Others,0.0,0
Nimmagadda Prasad,0.0,0
Ninestarter,500000.0,1
Nipun Dureja,100000.0,1
Niraj Singh,270000.0,2
Nirav Choksi & Others,0.0,0
Nirmal Singh,300000.0,1
Nirupa Shankar,550000.0,1
Nirvana Digital India Fund,14000000.0,2
Nirvana Digital Investment Holding,6000000.0,1
Nirvana Digital Investment Holding Co Ltd,8000000.0,1
Nirvana Venture Advisors,2000000.0,1
Nisha Sharma,0.0,0
Nishant Rao,4500000.0,1
Nishit Sharma,0.0,0
Nitesh Pant,150000.0,1
Nitin Agarwal,300000.0,1
Nitin Bagmane & Other undisclosed investors,1000000.0,1
Nitin Garg,0.0,0
Nitin Passi,500000.0,1
Nitin Saluja,0.0,0
Nitish Singh,0.0,0
Nobel House,0.0,0
Nokia Growth Partners,15000000.0,1
North Base Media,3000000.0,1
Northern R Capital,0.0,0
Norwest Venture Partners,453599000.0,17
Noshir Kaka,600000.0,1
Not Disclosed,20000.0,1
Notion Capital,2700000.0,1
Now Capital,180000.0,1
Nspira,0.0,0
Nyca Partners and Thomvest Ventures,13500000.0,1
ONCOTRUST and Medintel Services Pvt. Ltd,200000.0,1
OPPO,5500000.0,1
Oikocredit,10600000.0,2
Ojas Ventures,382000.0,1
Ola,25000000.0,1
Oliphabs Capital,2000000.0,1
Oliphans Capital,1450000.0,2
Om Chaudhry,0.0,0
Oman India Joint Investment Fund (OIJIF),23000000.0,1
Omidiyar Network,0.0,0
Omidyar Network,167300000.0,16
Omidyar Network & Others,1500000.0,1
Omidyar Network and Accion Venture Labs,1500000.0,1
Omidyar Network and Kae Capital,15000000.0,1
Omidyar Network and Kaizen Private Equity also participated in the round,55000000.0,1
Omidyar Network and Shunwei Capital,5000000.0,1
Omidyar Network.,1600000.0,1
Omidyar Network. Blume Ventures and Professor Shlomo Ben-Haim,2800000.0,1
Omidyar Networks,0.0,0
Omnivore,14000000.0,1
Omnivore Capital,1000000.0,1
Omnivore Partners,971000.0,1
Omphalos Ventures India LLP,143000.0,1
One 97 Communications,8950000.0,1
One97 Communication Ltd,0.0,0
One97 Communications,0.0,0
One97 Communications Ltd.,6590000.0,1
"Ontario Teachers\\'""",19500000.0,1
Ontario Teachers\\xe2\\x80\\x99 Pension Plan & Others,200000000.0,1
Oranda Global & Others,30000.0,1
OrbiMed,50000000.0,1
Orchid India,3591375.0,1
Orient BlackSwan,336000.0,1
Orios Venture Partner,1000000.0,1
Orios Venture Partners,70000000.0,11
Orios Venture Partners and the IAN Fund,4000000.0,1
Orios Venture Partners.,15000000.0,1
Orios Ventures Partners,0.0,0
Oswal Techno Ventures LLP,400000.0,1
Others,5000000.0,3
Others from LetsVenture,250000.0,1
Outbox Ventures,2790000.0,4
P.V SIndhu,6200000.0,1
P39 Capital,0.0,0
P39 Capital & Others,300000.0,1
PBS Srinivas,125000.0,1
PK Gulati & others,450000.0,1
PNC,0.0,0
PS1 Venture and GlobalLogic co-founder Rajul Garg,1500000.0,1
PV Sahad,0.0,0
PV Srinivasan,366000.0,1
Pablo van den Bosch & Others,500000.0,1
Palaash Ventures,0.0,0
Palash Jain,200000.0,1
Pallab Chatterjee & others,500000.0,1
Pallav Nadhani,500000.0,2
Pallav Pandey,0.0,0
Palred Technologies Ltd,3000000.0,1
Pameela P,0.0,0
Pankaj Chopra,80000.0,1
Pankaj Gupta,2600000.0,2
Pankaj Kapoor,180000.0,1
Pankaj Rungta,0.0,0
Pankaj Tripathi,50000.0,1
Paragon Partners,53100000.0,3
Paragon Trust,1000000.0,1
Parampara Capital,2000000.0,2
Parampara Early Stage Opportunities Fund & Others,0.0,0
Paras Arora,0.0,0
Parekh Marine Transport,430665.0,1
Parikshit Dar,5800000.0,1
Parmeshwar Sharma,570000.0,1
Partech Ventures,5600000.0,1
Parth Jindal,0.0,0
Parvesh Bareja,0.0,0
Patni Family Office,0.0,0
Patni family office and Axis Capital.,0.0,0
Paul Bucche,3000000.0,1
Paul Roy,890000.0,1
Paula Ravindra Mariwala,1200000.0,1
Pavan Bakeri,500000.0,1
Pavan Ongole,800000.0,2
Pawan Borle,300000.0,1
Pawan Munjal,0.0,0
PayU,26400000.0,3
PayU & Others,18000000.0,1
Payal Syal,300000.0,1
Paytm,92515000.0,7
Paytm & existing investors,10000000.0,1
Paytm (One97 communications),0.0,0
Pearl Brook Holdings,0.0,0
Pearson Learning Fund,1500000.0,1
Peepul Capital,19000000.0,2
Peesh Venture Capital,1000000.0,1
People Group (Shaadi.com),1000000.0,1
Perceptive Advisors,22000000.0,1
Peter Kabel & others,0.0,0
Peyush Bansal,1400000.0,1
Phanindra Sama,9370000.0,7
Philippe Bouchet,100000.0,1
Pi Ventures,1000000.0,1
Pidilite Industries director Ajay Parekh,26000000.0,1
Pine Brook,15000000.0,1
Pine Labs Pte Ltd,38080000.0,1
Ping An Global Voyager Fund,70000000.0,1
Pioneering Ventures,3000000.0,1
PitchRight Venture,600000.0,1
Pittie Group,100000.0,1
Pix Vine Capital,360000.0,1
Piyush Jain,0.0,0
Piyush Shah,400000.0,1
Plug and Play Tech Center,1070000.0,1
Polaris Fund,1000000.0,1
Poshika Financial Ecosystem,0.0,0
Powai Lake Ventures,1895000.0,3
"Powai Lake Ventures, and Sahil Barua",1000000.0,1
Powerhouse Ventures,5090000.0,3
Powerhouse Ventures & Others,350000.0,1
Powerhouse Ventures (USA).,1000000.0,1
Prabhakar MR & Others,150000.0,1
Prabhat Aggarwal,0.0,0
Pradeep Dhobale,0.0,0
Pradeep Guha,250000.0,1
Pradeep K Jaisingh,305000.0,1
Pradeep Mirani,300000.0,1
Pradeep Reddy Kamasan,0.0,0
Pradip Dadha Group,50000000.0,1
Pradyumna Dalmia,700000.0,1
Prahlad Rao,200000.0,1
Prakhar Bumb,0.0,0
Pramod Bhasin,0.0,0
Pramod Jain,0.0,0
Pranav Dedhia,200000.0,1
Pranav Pai,0.0,0
Pranay Adhvaryu,0.0,0
Pranay Chulet,0.0,0
Pranay Jivrajka,300000.0,1
Prantik Dasgupta,0.0,0
Prashant Gooty,100000.0,1
Prashant Gupta and Others,180000.0,1
Prashant Jaiswal,0.0,0
Prashant Malik,310000.0,1
Prashant Malik and others,0.0,0
Prashant Mehta,200000.0,1
Prashant Puri,300000.0,1
Prashant Tandon,285000.0,1
Prashanth Ranganathan,200000.0,1
Prasid Uno Family Trust,17000000.0,1
Prathithi Investment Trust,3200000.0,1
Pratik Seal,0.0,0
Pratik Singhi,175000.0,1
Pratithi Investment Trust,1040000.0,1
Pratyush Prasanna,500000.0,1
Praveen Dubey,0.0,0
Praveen Saini,0.0,0
Praveen Sinha,2000000.0,1
Praveer Kumar,180000.0,1
Pravega Ventures,2900000.0,3
Pravega Ventures and Beenext,1100000.0,1
Pravin Agarwala & others,0.0,0
Pravin Dongre,150000.0,1
Pravin Gandhi,1000000.0,1
Pravin Khandelwal,1000000.0,1
Premji Invest,35000000.0,1
Premji Invest & Mayfield Fund,0.0,0
PremjiInvest,40000000.0,1
Presidio Ventures,16000000.0,1
Prijit Debnath,0.0,0
Prime Capital Markets Ltd,0.0,0
Prime Venture Partners,28000000.0,8
Prime Venture Partners and Others,3000000.0,1
Prime Venture Partners.,6000000.0,1
Priti Padhy,0.0,0
Private Sector Banks (Debt Funding),15000000.0,1
Procam International Pvt. Ltd,0.0,0
Prof. Ram Kumar Kakani & Others,50000.0,1
Professor Tarun Khanna,0.0,0
Promatus Group,27000.0,1
Prototyze,0.0,0
Pulkit Jain,0.0,0
Pullela Gopichand,6200000.0,1
Puneet Agarwal,400000.0,1
Puneet Bhatia & others,80000.0,1
Puneet Dalmia,4000000.0,1
Puneet Dalmia & Others,10000000.0,1
Puneet Gupta,0.0,0
Puneet Gupta and Pradeep K Jaisingh,0.0,0
Puneet Motihar,325000.0,1
Punit Goyal,0.0,0
Punit Soni,0.0,0
Purnima Khandelwal,1500000.0,1
PurpleTalk Inc,1000000.0,1
Puru Vashishtha,0.0,0
Purvi Capital,260000.0,1
Purvi Ventures,210000.0,1
Purvi Ventures & Others,400000.0,1
Puthen & Cole,0.0,0
QPrize from Qualcomm Ventures,250000.0,1
Qasar Younis,3000000.0,1
Qatar Investment Authority,150000000.0,1
Qiming Venture Partners,15109500.0,1
Quadria Capital Advisors,40000000.0,1
Quake Capital,350000.0,1
Qualcomm,25500000.0,2
Qualcomm (Through QPrize Contest),350000.0,1
Qualcomm Venture,24000000.0,2
Qualcomm Ventures,86750000.0,8
"Qualcomm Ventures, ru-Net",2000000.0,1
Qualgro,10000000.0,1
Qualgro.,7000000.0,1
Quarizon,488000.0,3
Quarizon Consultancy Services LLP,0.0,0
Quikr,0.0,0
Quilvest,100000000.0,1
Quintillion Media,2570000.0,2
Quona Capital,54600000.0,2
Quona Capital Management,3000000.0,1
Quotient,5000000.0,1
R Balachandar,0.0,0
R M Picture Company Pvt. Ltd.,150000.0,1
R Natarajan,0.0,0
R Ramaraj,0.0,0
R Ranganathan,200000.0,1
R. Jayakumar,0.0,0
R. Natarajan,350000.0,1
R. Satya Narayanan,0.0,0
R.S Sharma,0.0,0
RAAY Global Investments,1530000.0,1
RB International,4000000.0,1
RB Investments,82300000.0,10
RB Investments & existing investors,35000000.0,1
RB Investments PTE Ltd,6000000.0,1
RB investments & Others,12000000.0,1
RN Agarwal,0.0,0
RNT Capital,10600000.0,2
RPG Enterprises,1000000.0,1
RPS Ventures,110000000.0,1
RS Shanbag,735000.0,1
RSI Fund,55000000.0,1
RTP-HC,5000000.0,1
RVCF and SIDBI,0.0,0
RWE,16600000.0,1
Radhakrishan Damani and Rakesh Jhunjhunwala,32000000.0,1
Radhakrishnan Natarajan & Others,0.0,0
Raghav Bahl,3900000.0,2
Raghu Khanna,110000.0,1
Raghu Vohra,0.0,0
Raghunandan G,1500000.0,2
"Raghunandan G, and Ramakant Sharma",5000000.0,1
Rahul Agarwal,150000.0,1
Rahul Agarwalla,0.0,0
Rahul Dev Kumar,220000.0,1
Rahul Garg,0.0,0
Rahul Gautam & Others,0.0,0
Rahul Gupta,0.0,0
Rahul Kayan,448000.0,1
Rahul Khanna,441000.0,2
Rahul Khanna & Others,0.0,0
Rahul Kirloskar,150000.0,1
Rahul Maroli,1000000.0,1
Rahul Mehta,200000.0,1
Rahul Singh,200000.0,1
Rainbow Digital Services Pvt. Ltd,700000.0,1
Rainforest Ventures,486000.0,1
Rainmaker Ventures,6000000.0,2
Rainmatter,1597600.0,5
Rairah Corporation,949000.0,1
Raj Gala Shah,0.0,0
Raj Singh Bhandal,0.0,0
Raj Y,400000.0,1
Rajan Anandan,4457000.0,10
Rajan Anandan & other angel investors,1200000.0,1
Rajan Anandan from Google,3400000.0,1
Rajan Pandhare,250000.0,1
Rajasthan Angel Innovators Network,0.0,0
Rajasthan Angel Investor Network,0.0,0
Rajasthan Angel Investor Network & Others,149000.0,1
Rajasthan Venture Capital Fund,0.0,0
Rajat Gupta & Others,100000.0,1
Rajat Jain,320000.0,1
Rajat Malhotra,0.0,0
Rajeev Agrawal,100000.0,1
Rajeev Ahuja,0.0,0
Rajeev Arora and Ram Ramsundar.,280000.0,1
Rajeev Menon,5000000.0,1
Rajeev Mudumba,223608.0,1
Rajendra Gogri,2000000.0,1
Rajesh Aggarwal,0.0,0
Rajesh Arora,500000.0,1
Rajesh Balpande,5800000.0,1
Rajesh Bhatia,130000.0,1
Rajesh K Murthy,2700000.0,1
Rajesh Magow,2500000.0,1
Rajesh Mahajan,220000.0,1
Rajesh Ramaiah,2000000.0,1
Rajesh Ranavat,2750000.0,1
Rajesh Sawheny,120000.0,1
Rajesh Sawhney,500000.0,1
Rajesh Yabaji,0.0,0
Rajesh Yohanan and Rahul Garg,1000000.0,1
Rajesh Yohannan,1000000.0,1
Rajit Nanda,0.0,0
Rajiv C Mody,0.0,0
Rajiv Lunkad,0.0,0
Rajiv Mehta,250000.0,1
Rajiv Mody,1500000.0,1
Rajiv Nayan,550000.0,1
Rajiv Solanki,315000.0,1
Rajnish Kumar,100000.0,1
Rajnish Sinha,0.0,0
Raju Reddy,5000000.0,1
Rajul Garg,2310000.0,3
Rajul Garg & Other undisclosed investors,0.0,0
Rajul Garg & Others,0.0,0
Rajul Jain,104000.0,1
Rakesh Agrawal,200000.0,1
Rakesh Desai,1000000.0,1
Rakesh Gakhar,223608.0,1
Rakesh Gupta,0.0,0
Rakesh Jhunjhunwala,27000000.0,1
Rakesh Malhotra,1000000.0,1
Rakesh Mathur,1250000.0,2
Rakesh Patel,0.0,0
Rakesh and Rajesh Jhunjhunwala,3670000.0,1
Raksul,750000.0,1
Ram Kumar Kakani,405000.0,2
Ram Shriram,0.0,0
Rama Krishna Reddy,330000.0,1
Ramakant Sharma,2000000.0,1
Raman Roy,0.0,0
Ramana Thumu,100000.0,1
Ramasubramaniam B,0.0,0
Ramesh Jogani,785000.0,1
Ramesh kavediya,166000.0,1
Ranjan Mahtani,0.0,0
Ranjan Pai,6600000.0,2
Ranjan Sharma,2000000.0,1
Ranjit Singh,0.0,0
Rannvijay Singh,108000.0,1
Rannvijay Singha,0.0,0
Rashmi Daga (founder,500000.0,1
Rata Tata,0.0,0
Ratan Tata,70735000.0,3
Ratheesh Raveendran,0.0,0
Rattan Chadha,200000.0,1
Raveen Sastry (co-founder,500000.0,1
Ravi Adusumalli,12000000.0,1
Ravi Agarwal,0.0,0
Ravi Bhardwaj,385000.0,1
Ravi Garikipati,1250000.0,2
Ravi Garkipati,0.0,0
Ravi Gururaj,1000000.0,2
Ravi Iyer,0.0,0
Ravi Jain,0.0,0
Ravi Jaipuria & others,0.0,0
Ravi Krishnamurthy,530000.0,1
Ravi Linganuri,0.0,0
Ravi Machani,0.0,0
Ravi Nigam & Others,600000.0,1
Ravi Sampat,0.0,0
Ravi Saxena,191000.0,1
Ravi Trivedi,270000.0,1
Ravi Viswanathan,8200000.0,1
Ravikanth Reddy,50000000.0,1
Real Time Ventures,1000000.0,1
Real Time Ventures.,1000000.0,1
Rebright Partners,23375000.0,6
Recruit Holdings,5000000.0,1
Redbright Partners,1000000.0,1
Redcliffe Capital,0.0,0
Reema Kagati,1000000.0,1
Reliance Capital,900000.0,1
Reliance Capital Venture,1000000.0,1
Reliance Corporate Advisory Services Ltd,1000000.0,1
Reliance Entertainment,0.0,0
Renaud Laplanche,10000000.0,1
Renuka Ramanath,297000.0,1
ResponsAbility,5000000.0,1
Rhea Vazirani,0.0,0
Rianta Capital,500000.0,1
Ribbit Capital,46500000.0,2
Ribbit Capital and Omidyar Network,13400000.0,1
Richard S. Braddock,30000000.0,1
Riddhesh Gandhi & Others,500000.0,1
Riju Gupta,100000.0,1
Rimpal Chawla,200000.0,1
RippleWave,500000.0,1
Riqueza Capital,385000.0,1
Risabh Gupta,0.0,0
Rise India,0.0,0
Rishi Das,2000000.0,1
Rishi Gupta & Others,104000.0,1
Rishi Khiani,0.0,0
Rishi Mandawat,0.0,0
Rishi Parti,500000.0,1
Rishi Srivastava,0.0,0
Rishi Vasudev,730000.0,2
Rising Stars,0.0,0
Ritesh Dwivedy,2000000.0,1
Ritesh Malik,0.0,0
Ritesh Mehta,0.0,0
Ritesh Veera,300000.0,1
Ritesh Vohra,180000.0,1
Ritu Kapur,600000.0,1
Rivergate Capital,0.0,0
Riverwood Capital,80000000.0,1
Rob Chandra,500000.0,1
Robert Winters & others,500000.0,1
Robin Utthappa,0.0,0
Rocket Internet,102000000.0,2
Rocket Internet AG,11000000.0,1
Rocket Internet AG & others,110000000.0,1
Rocketship,12500000.0,2
Rockstart Accelerator,118000.0,1
Rohan Agila,0.0,0
Rohan Ajila,135000.0,1
Rohan Angrish,200000.0,1
Rohan Desai and Paras Patel,150000.0,1
Rohan Malhotra,200000.0,1
Rohit,375000.0,1
Rohit Bansal,15339000.0,8
Rohit Bhatia,0.0,0
Rohit Chanana,0.0,0
Rohit Chokhani,0.0,0
Rohit Choudhary,0.0,0
Rohit Goel,0.0,0
Rohit Jain,1500000.0,1
Rohit MA,1500000.0,1
Rohit Nanda,0.0,0
Rohit Narang,0.0,0
Rohit Sethi,0.0,0
Rohitash Gupta,0.0,0
Rohto Pharmaceutical,5000000.0,1
Romulus Capital,2000000.0,1
Romulus Capital and Kalaari Capital,22000000.0,1
Ronnie Screwvala,3500000.0,1
Roopa Nath,0.0,0
Roopak Saluja,450000.0,1
Roopak Taneja,0.0,0
Rosy Blue Securities,32000000.0,1
Rothenberg Ventures,0.0,0
RoundGlass Partners,4000000.0,3
RoundGlass Partners LLC,250000.0,1
Roy Kwan,448000.0,1
Ru-Net,16000000.0,1
Ru-Net Technology Partners,22500000.0,1
RuNet & Other,1930000.0,1
RuNet South Asia,6300000.0,1
RuNet and Sofina,80000000.0,1
Ruchi Narain,1000000.0,1
Ruchi Sanghvi & others,3200000.0,1
Ruchir Arora & others,0.0,0
Ruchirans Jaipuria,500000.0,1
Rudy Gopalakrishnan,600000.0,1
"Rudy Gopalakrishnan, ah! Ventures",200000.0,1
Rugmini Menon,0.0,0
Ruizheng Investment,2000000.0,1
Russell M Byrne,0.0,0
Russian venture capital fund Ru-Net,3750000.0,1
S Chand,1000000.0,1
S Chand & Co,0.0,0
S Chand Group,2000000.0,1
S Chand and Co Pvt Ltd,1200000.0,2
S Gopal,1040000.0,1
S S Mukherji & Others,350000.0,1
