name,industry,subVertical,city,totalRaisedUSD,fundingRounds,firstFunded,lastFunded
LetsMD,Consumer Internet & Tech,Healthcare plan comparison platform,Delhi,0.0,2,2016-11-02,2016-12-29
LetsTransport,Logistics & Transport,Book Trucks Online,Bangalore,13300000.0,2,2015-08-05,2018-10-12
LetsVenture,E-Commerce,,Bangalore,0.0,1,2015-10-19,2015-10-19
Letsmd,Healthtech,Platform To Discover Healthcare Financing Options,Delhi,1000000.0,1,2018-04-12,2018-04-12
Letsservice,Consumer Internet & Tech,Auto Service Logistics & SAAS platform,Bangalore,0.0,1,2017-10-09,2017-10-09
Leverage Edu,E-Commerce,Online platform for Higher Education Services,Delhi,0.0,2,2017-08-02,2017-11-06
LexComply,Consumer Internet & Tech,Compliance Management Software,Delhi,0.0,1,2016-12-23,2016-12-23
Liases Foras,Real Estate & PropTech,,Delhi,5000000.0,1,2015-07-07,2015-07-07
Licious,E-Commerce,Online Meat And Seafood Ordering Startup,Bangalore,44000000.0,4,2015-09-24,2019-12-16
LifCare,Consumer Internet & Tech,Online Pharmacy portal,Jaipur,0.0,1,2016-03-22,2016-03-22
Life Circle,Healthtech,Senior Healthcare Services,Hyderabad,150000.0,1,2016-05-12,2016-05-12
Life in Control,Consumer Internet & Tech,Online Diabetes Management platform,Gurgaon,0.0,1,2016-11-11,2016-11-11
LiftO,Logistics & Transport,,Mumbai,130000.0,1,2015-10-30,2015-10-30
Liftiee,Consumer Internet & Tech,Car/ bike Pooling App,Mumbai,108000.0,1,2016-03-17,2016-03-17
Lime Tray,Consumer Internet & Tech,Restaurant Management Solutions,Delhi,0.0,1,2017-08-04,2017-08-04
LimeRoad.com,,,,30000000.0,1,2015-03-28,2015-03-28
Limo,Consumer Internet & Tech,Bus Aggregator Mobile app,Mumbai,1000000.0,1,2016-06-02,2016-06-02
Liqvid,Consumer Internet & Tech,Integrated eLearning content solutions,Delhi,0.0,1,2016-09-19,2016-09-19
ListUp,E-Commerce,Location based Classified Mobile app,Mumbai,500000.0,1,2016-06-08,2016-06-08
Little,Consumer Internet & Tech,Deal Discovery App,Bangalore,0.0,1,2016-01-22,2016-01-22
Little Black Book,Consumer Internet & Tech,Local Recommendations and Discoveries Platform,Delhi,1000000.0,2,2016-04-08,2017-10-05
Little Black Book Delhi,Fashion & Lifestyle,,Delhi,150000.0,1,2015-06-03,2015-06-03
Littlemore,Edtech,Online Education Platform,Chennai,3000000.0,1,2018-02-14,2018-02-14
LivSpace,Consumer Internet & Tech,Online portal for Home Design,Bangalore,15000000.0,1,2016-08-29,2016-08-29
LiveNutriFit,Healthtech,Weight loss & Healthcare Info portal,Delhi,0.0,1,2016-02-06,2016-02-06
Livehealth,Consumer Internet & Tech,Health Service Aggregator Platform,Pune,1100000.0,1,2018-03-04,2018-03-04
Living Local,Consumer Internet & Tech,Social discovery platform,Mumbai,200000.0,1,2016-04-11,2016-04-11
Livspace,Real Estate & PropTech,,Bangalore,8000000.0,1,2015-08-11,2015-08-11
Lo! Foods,Food & Beverage,Low carb food for Diabetics,Bangalore,500000.0,1,2019-08-23,2019-08-23
Loadshare,Logistics & Transport,Express Logistics Network,Bangalore,0.0,1,2017-05-30,2017-05-30
Loan Frame,Consumer Internet & Tech,Small Business Loans Marketplace platform,Gurgaon,2250000.0,1,2017-01-10,2017-01-10
Loan Tap,Consumer Internet & Tech,Online Lending Platform For Salaried Professionals,Mumbai,6250000.0,1,,
LoanBaba,E-Commerce,,Mumbai,320000.0,1,2015-11-03,2015-11-03
LoanCircle,E-Commerce,,Bangalore,0.0,1,2015-09-29,2015-09-29
LoanTap,Consumer Internet & Tech,Lending platform for Salaried professionals,Mumbai,3000000.0,1,2016-08-29,2016-08-29
LoanZen,Consumer Internet & Tech,Peer to peer Lending marketplace,Bangalore,0.0,1,2016-02-24,2016-02-24
Loanmeet,Consumer Internet & Tech,Online peer-to-peer lending platform,Bangalore,0.0,1,2017-06-12,2017-06-12
Loantap,Consumer Internet & Tech,Lending platform for salaried professionals,Mumbai,4000000.0,1,2017-06-23,2017-06-23
Loanzen,Fintech,Digital Lending Platform In Logistics,Bangalore,0.0,1,2018-04-10,2018-04-10
LocalCircles,Other,,Noida,0.0,1,2015-12-11,2015-12-11
LocalOye,Other,,Mumbai,5000000.0,1,2015-04-14,2015-04-14
LocalRamu,Consumer Internet & Tech,mobile based aggregator for local service providers,Bangalore,0.0,1,2016-02-19,2016-02-19
Localbanya,,,,0.0,1,2015-03-10,2015-03-10
Locanix,Consumer Internet & Tech,GPS based SaaS Solutions,Ahmedabad,300000.0,1,2016-06-28,2016-06-28
Locus,Consumer Internet & Tech,Logistics Intelligence platform,Bangalore,2750000.0,2,2015-07-27,2016-05-09
Log 9 Materials,Consumer Internet & Tech,NanoTech product developer,Bangalore,0.0,1,2017-05-12,2017-05-12
Log9 Materials,Consumer Internet & Tech,Nanotechnology Company Specializing In Graphene,Bangalore,436000.0,1,2018-07-23,2018-07-23
LogiNext,Logistics & Transport,,Mumbai,10000000.0,2,2015-04-07,2015-09-22
Logic Roots,Consumer Internet & Tech,Educational Platform to Learn Mathematics,Mumbai,50000.0,1,2017-12-11,2017-12-11
LogicRoots,Edtech,,Jaipur,400000.0,1,2015-04-27,2015-04-27
Lollypop,Consumer Internet & Tech,Digital Design,Bangalore,0.0,1,2018-02-27,2018-02-27
LookAtMe,Consumer Internet & Tech,Mobile App based Fashion Network,Singapore,0.0,1,2016-12-07,2016-12-07
Lookup,Social & Community,,Bangalore,5880000.0,3,2015-01-05,2015-10-13
LoudShout,Other,,Delhi,0.0,1,2015-08-06,2015-08-06
LoveCycles,Consumer Internet & Tech,Women s health Tracker,Bangalore,750000.0,1,2016-03-08,2016-03-08
LoyaltyPrime,Consumer Internet & Tech,Loyalty program management solutions,Delhi,0.0,1,2017-01-25,2017-01-25
Lucideus,Consumer Internet & Tech,Cyber Security Startup,Delhi,0.0,2,2016-09-01,2017-05-10
Lumiere,E-Commerce,Organic Food eTailer,Bangalore,0.0,1,2016-01-09,2016-01-09
Luxuryhues,E-Commerce,,Gurgaon,900000.0,1,2015-09-01,2015-09-01
Lybrate,Healthtech,,Delhi,10200000.0,1,2015-07-08,2015-07-08
M-TAXI,Logistics & Transport,,Gurgaon,0.0,1,2015-11-28,2015-11-28
MCaffeine,E-Commerce,Personal care product etailer,Bangalore,300000.0,1,2016-12-22,2016-12-22
MEngage,Healthtech,A Doctor-Patient Engagement Platform,Jaipur,175000.0,1,2018-07-13,2018-07-13
MFine,Consumer Internet & Tech,Online Doctor Discovery platform,Bangalore,1500000.0,1,2017-09-01,2017-09-01
MInd Your Fleet,Consumer Internet & Tech,Car Rental Software,Noida,0.0,1,2016-04-15,2016-04-15
MObiquest,Consumer Internet & Tech,Mobile Services & Solutions,Noida,0.0,1,2017-07-18,2017-07-18
MSE,Fintech,Equity Stock Exchange,Mumbai,32000000.0,1,2017-10-31,2017-10-31
MSM Box,Fashion & Lifestyle,,Delhi,0.0,1,2015-08-17,2015-08-17
MaalGaadi,Logistics & Transport,Online Logistics Marketplace,Indore,375000.0,1,2016-08-17,2016-08-17
MaaxMarket,Consumer Internet & Tech,Marketing Automation platform,,22500.0,1,2016-02-02,2016-02-02
MachaDalo,Consumer Internet & Tech,Hyperlocal Advertising Platform,Mumbai,175000.0,1,2016-05-31,2016-05-31
Mad Street Den,Consumer Internet & Tech,Computer Vision And Artificial Intelligence (Ai) Platform,Chennai,1500000.0,3,2015-01-30,2018-09-05
MadRat Games,Consumer Internet & Tech,Wearable Gaming Platform,Bangalore,168000.0,2,2015-07-30,2016-06-10
Magic Crate,Edtech,Children Education Platform,Bangalore,0.0,1,2016-02-05,2016-02-05
MagicBricks,Consumer Internet & Tech,Online Real Estate Portal,Mumbai,4500000.0,1,2017-03-09,2017-03-09
MagicX,Consumer Internet & Tech,On-Demand Task Management App,Bangalore,1000000.0,1,2016-04-12,2016-04-12
Magicpin,Consumer Internet & Tech,Hyperlocal Discovery,Gurgaon,17600000.0,4,2016-02-22,2018-03-08
Mahindra First Choice,,,,15000000.0,1,2015-03-20,2015-03-20
MakeMyTrip,Consumer Internet & Tech,Online Travel Aggregator,Gurgaon,190000000.0,2,2016-01-07,2018-08-07
Makkajai,Consumer Internet & Tech,Online & Mobile learning for kids,Pune,250000.0,1,2016-08-16,2016-08-16
MamaEarth,Healthtech,Online Marketplace For Mother and Babycare Products,Gurgaon,4000000.0,3,2016-12-21,2018-09-10
Mamaearth,E-Commerce,Retailer of baby and toddler products,Bangalore,18358860.0,1,2020-01-09,2020-01-09
ManageMySpa,SaaS & Enterprise Tech,,Hyderabad,6000000.0,1,2015-07-27,2015-07-27
Manch,Media & Entertainment,Hyperlocal Content,Delhi,700000.0,1,2018-12-04,2018-12-04
Manthan,,,,60000000.0,1,2015-02-03,2015-02-03
MapMyGenome,,,,1200000.0,1,2015-03-06,2015-03-06
Maptags,Consumer Internet & Tech,Smart Online address tags,Bangalore,18000.0,1,2017-01-30,2017-01-30
MarianaIQ,Consumer Internet & Tech,AI-driven B2B marketing platform,Bangalore,2000000.0,1,2016-11-30,2016-11-30
Markets and Markets,Consumer Internet & Tech,Marketing Research Company,Pune,56000000.0,1,2017-03-23,2017-03-23
Massblurb,SaaS & Enterprise Tech,,Mumbai,0.0,1,2015-08-13,2015-08-13
Math Buddy,Consumer Internet & Tech,Online Math Learn,Vadodara,440000.0,1,2016-11-30,2016-11-30
Matrubharti,Consumer Internet & Tech,e-Book Publisher,,30000.0,1,2016-06-13,2016-06-13
MaxMyWealth,Consumer Internet & Tech,Online Wealth Management & Savings platform,Mumbai,0.0,1,2017-06-05,2017-06-05
Maya,Consumer Internet & Tech,Womens Health Tracker App,Bangalore,0.0,1,2016-10-13,2016-10-13
Mazkara,Consumer Internet & Tech,Beauty & Wellness Platform,Pune,1000000.0,1,2016-02-03,2016-02-03
MealHopper,E-Commerce,,Gurgaon,100000.0,1,2015-10-21,2015-10-21
MebelKart,E-Commerce,,Bangalore,20000000.0,1,2015-08-19,2015-08-19
Mech Mocha,Consumer Internet & Tech,Mobile gaming startup,Bangalore,6000000.0,2,2015-12-23,2017-04-06
MedGenome,Healthtech,"Genetic Screening, DNA Diagnostics Labs & Research Centers",Bangalore,60000000.0,3,2015-07-23,2018-03-05
MedTel,Healthtech,Virtual health clinics,Bhubaneswar,0.0,1,2018-02-09,2018-02-09
Medd,Healthtech,,Mumbai,150000.0,1,2015-10-23,2015-10-23
Medidaili,Consumer Internet & Tech,Medical Support service platform,Bangalore,100000.0,1,2016-03-07,2016-03-07
Medikabazaar,Healthtech,B2B platform for medical supplies,Mumbai,15800000.0,1,2019-11-18,2019-11-18
Medikoe,Healthtech,,Bangalore,100000.0,1,2015-11-23,2015-11-23
Medinfi,Consumer Internet & Tech,Online Doctor Discovery Platform,Bangalore,780000.0,6,2015-11-20,2017-08-25
Medlife,E-Commerce,Online Medicine,Bangalore,17000000.0,1,2019-04-12,2019-04-12
Medwell Ventures,Healthtech,Home-Based Healthcare provider,Bangalore,31000000.0,2,2015-06-05,2017-04-06
Medzin,E-Commerce,Online ordering & Delivery of medicines,Delhi,45000.0,1,2016-11-05,2016-11-05
Meesho,E-Commerce,Social Commerce,Bangalore,189600000.0,6,2016-05-06,2019-08-12
MeetUniv,Edtech,,Noida,1000000.0,1,2015-05-19,2015-05-19
Melorra,E-Commerce,Online/ Mobile Jewellery Retailer,Bangalore,5000000.0,1,2016-01-08,2016-01-08
MeraDoctor,Healthtech,,Mumbai,1200000.0,2,2015-09-03,2015-12-16
MeraKisan,E-Commerce,Fruit & vegetable eTailer,Bangalore,0.0,1,2016-10-03,2016-10-03
MergerWare,Consumer Internet & Tech,Software solutions for M&As,Bangalore,100000.0,1,2017-04-11,2017-04-11
Meritnation,Edtech,,Delhi,4000000.0,1,2015-06-01,2015-06-01
Meru Cabs,Consumer Internet & Tech,Online/ Mobile Tax Cab booking,Mumbai,75000000.0,2,2015-03-16,2016-06-30
MessaGif,Consumer Internet & Tech,social messaging platform,Delhi,50000.0,1,2017-01-22,2017-01-22
Metro Bikes,Consumer Internet & Tech,Online Bike Rental Marketplace,Bangalore,12200000.0,1,2018-08-08,2018-08-08
MiStay,Consumer Internet & Tech,Online Hotel Reservation Platform,Bangalore,0.0,1,2017-11-22,2017-11-22
Mihup,Consumer Internet & Tech,Personal Digital Assistant,Kolkata,6700000.0,1,2016-09-01,2016-09-01
Mihuru,Fintech,Online Platform Providing Micro Loans For Air Travel,Mumbai,150000.0,1,2018-04-23,2018-04-23
Milk Basket,Consumer Internet & Tech,Online Grocery platform,Gurgaon,0.0,1,2017-08-23,2017-08-23
MilkBAsket,Food & Beverage,Micro-delivery grocery service,Delhi,1300000.0,1,2018-11-12,2018-11-12
MilkBasket,Consumer Internet & Tech,Micro-Delivery Grocery Startup,Gurgaon,7500000.0,2,2016-04-27,2018-05-21
Milkbasket,E-Commerce,Online Grocery,Gurgaon,3000000.0,1,2018-01-23,2018-01-23
Milofy,Consumer Internet & Tech,Couple Socialization App,Bangalore,750000.0,1,2016-09-19,2016-09-19
MindTickle,Consumer Internet & Tech,Gamification Platform to train Sales People,Pune,39500000.0,2,2015-11-20,2017-12-13
MindYourFleet,Consumer Internet & Tech,Car Rental Software Solutions,Noida,0.0,1,2017-02-08,2017-02-08
Mindler,Consumer Internet & Tech,Career Planning & Assessment platform,Delhi,324000.0,1,2016-12-22,2016-12-22
Minjar,Consumer Internet & Tech,Cloud Solutions provider,Bangalore,0.0,1,2017-07-06,2017-07-06
MintM,Consumer Internet & Tech,Digital Marketing & AdTech Platform,Bangalore,0.0,1,2016-07-12,2016-07-12
Mintwalk,Consumer Internet & Tech,Financial advisory mobile app,Mumbai,0.0,1,2017-04-28,2017-04-28
Mishry Reviews,Consumer Internet & Tech,Product Review,Gurgaon,0.0,1,2019-08-19,2019-08-19
Misters,Healthtech,Men's Health and Wellness brand,Gurgaon,486000.0,1,2019-11-14,2019-11-14
MoEngage,Consumer Internet & Tech,User analytics and engagement platform,Bangalore,4250000.0,2,2015-09-15,2016-12-14
MoMagic,Other,,Delhi,0.0,1,2015-11-30,2015-11-30
MoMark,Consumer Internet & Tech,Mobile Wallet Aggregation platform,Noida,600000.0,1,2016-03-02,2016-03-02
MobiDent,Consumer Internet & Tech,Dentist Appointments booking platform,Bangalore,0.0,2,2016-08-09,2017-01-05
MobiKwik,Fintech,,Gurgaon,31600000.0,2,2015-04-08,2015-12-29
MobieFit,Healthtech,Health and fitness based mobile App,Goa,2350000.0,2,2015-12-22,2017-11-28
Mobiefit,Other,,Goa,0.0,1,,
Mobikon,Consumer Internet & Tech,Restaurant & Hotel CRM platform,Pune,9300000.0,3,2015-07-15,2017-08-28
Mobikwik,Consumer Internet & Tech,Digital Wallet platform,Gurgaon,90000000.0,2,2016-05-03,2016-08-26
Mobile Premier League,Media & Entertainment,Mobile e-Sports,Bangalore,500000.0,1,2018-11-08,2018-11-08
Mobiliz AR,Consumer Internet & Tech,Augmented Reality based Tech platform,Bangalore,0.0,1,2017-11-09,2017-11-09
Mobycy,Consumer Internet & Tech,Bicycle sharing Platform,Gurgaon,500000.0,1,2017-12-05,2017-12-05
MockBank,Other,,Bangalore,400000.0,1,2015-09-08,2015-09-08
Moglix,E-Commerce,Industrial Tools and Equipments,Singapore,76200000.0,5,2015-10-29,2019-07-11
Mojarto,E-Commerce,"Original Art, Digital Prints etailer",Gurgaon,445000.0,1,2016-08-08,2016-08-08
Momoe,,,,1200000.0,1,2015-02-27,2015-02-27
MoneyOnMobile,Consumer Internet & Tech,mobile payment platform,Mumbai,12600000.0,2,2018-01-30,2018-02-14
MoneyTap,Consumer Internet & Tech,Money Lending platform,Bangalore,12300000.0,1,2017-06-15,2017-06-15
MonkeyBox,Consumer Internet & Tech,Healthy Food Delivery Platform,Bangalore,0.0,2,2016-11-30,2017-07-21
Monsoon Fintech,Consumer Internet & Tech,Machine Learning Access platform,Delhi,0.0,1,2017-07-21,2017-07-21
Moodoo,Consumer Internet & Tech,Social Meeting organizer App,Mumbai,40000.0,1,2016-01-20,2016-01-20
MoonFrog Labs,,,,15000000.0,1,2015-03-12,2015-03-12
Moong Labs,Consumer Internet & Tech,Mobile games developer,Delhi,0.0,1,2017-08-11,2017-08-11
Moovo,Logistics & Transport,,Delhi,0.0,1,2015-06-18,2015-06-18
Mosambee,,,,0.0,1,2015-03-23,2015-03-23
MotoMojo,Consumer Internet & Tech,Mobile based Vehicle maintenance App,Mumbai,0.0,1,2016-05-01,2016-05-01
Mr Hot Foods,Consumer Internet & Tech,Online Food Ordering & Delivery Portal,Indore,0.0,1,2016-12-05,2016-12-05
MrNeeds,Consumer Internet & Tech,Micro Food Delivery platform,Noida,500000.0,1,2017-06-14,2017-06-14
Mswipe,Consumer Internet & Tech,Mobile point of sale services provider,Mumbai,35000000.0,2,2015-07-23,2017-12-07
Mubble,Other,,Bangalore,0.0,2,2015-09-15,2015-10-12
MuhurtMaza,Consumer Internet & Tech,Online Puja Booking Service,Pune,0.0,1,2016-10-05,2016-10-05
Multibhashi,Consumer Internet & Tech,Language learning Mobile App,Bangalore,0.0,1,2017-09-26,2017-09-26
Multiplier Solutions,Consumer Internet & Tech,CRM Software for Healthcare space,Hyderabad,1500000.0,1,2017-06-08,2017-06-08
Murgency,Consumer Internet & Tech,Medical Emergency Response App,Mumbai,0.0,2,2016-04-27,2016-05-17
Muvizz,Other,,Singapore,350000.0,1,2015-10-01,2015-10-01
My Forex Eye,Consumer Internet & Tech,foreign exchange services,Delhi,220000.0,1,2017-08-08,2017-08-08
My Healthcare,E-Commerce,Software Solutions,Bangalore,3000000.0,1,2019-04-19,2019-04-19
My OmNamo,Consumer Internet & Tech,Holy Platform Offering Customised Puja Packages To Individuals and Corporates,Mumbai,1000000.0,1,2018-08-07,2018-08-07
MyAdvo,Consumer Internet & Tech,Legal Advice Platform,Delhi,0.0,1,2016-12-23,2016-12-23
MyCFO,Fintech,,Mumbai,1500000.0,1,2015-06-30,2015-06-30
MyChild App,Edtech,Child Disorder Information & Education,Bhopal,100000.0,1,2016-01-05,2016-01-05
MyCity4Kids,Edtech,Children Education & Information platform,Gurgaon,3000000.0,1,2016-01-06,2016-01-06
MyCity4kids,Consumer Internet & Tech,parenting blog and kids events discovery platform,Gurgaon,0.0,1,2017-07-06,2017-07-06
MyCuteOffice,Real Estate & PropTech,,Mumbai,0.0,1,2015-05-13,2015-05-13
MyDentist,Healthtech,,Mumbai,8200000.0,1,2015-06-17,2015-06-17
MyDentistChoice,E-Commerce,Medical Supplies eTailer,Hyderabad,150000.0,1,2016-05-04,2016-05-04
MyDermacy,Consumer Internet & Tech,Online Dermatology consultation platform,Delhi,0.0,1,2017-03-14,2017-03-14
MyDidi,Consumer Internet & Tech,"on-demand, hyper-local Cleaning services provider",Mumbai,550000.0,1,2016-08-26,2016-08-26
MyDreamStore,,,,615000.0,2,2015-01-12,2015-01-21
MyGlamm,Consumer Internet & Tech,On-Demand Beauty Services,Mumbai,11300000.0,2,2016-04-06,2017-03-21
MyGreens,Food & Beverage,Cold-press Juices manufacturer,Delhi,1000000.0,1,2017-05-08,2017-05-08
MyGubbi,E-Commerce,Home Interior Designing Seller,Bangalore,5200000.0,2,2016-03-09,2017-10-09
MyIndianStay,Real Estate & PropTech,,Goa,200000.0,1,2015-11-05,2015-11-05
MyKindofJob,Consumer Internet & Tech,Internet & Fresher Job platform,Mumbai,1000000.0,1,2016-10-15,2016-10-15
MyLoanCare,Fintech,B2C Online Loans Marketplace,Gurgaon,978000.0,1,2018-04-30,2018-04-30
MyNoticePeriod,,,,3000000.0,1,2015-02-09,2015-02-09
MyPetrolPump,E-Commerce,Fuel Delivery,Bangalore,1600000.0,1,2019-08-01,2019-08-01
MyPoolin,Social & Community,,Delhi,250000.0,2,2015-06-03,2015-08-10
MySUN,Consumer Internet & Tech,Solar Energy harnessing products marketplace,Noida,2500000.0,1,2016-10-18,2016-10-18
MySeniorDoctor,Consumer Internet & Tech,Online medical support platform,Gurgaon,200000.0,1,2016-06-08,2016-06-08
MySmartPrice,Other,,Hyderabad,10000000.0,1,2015-07-14,2015-07-14
MySuperBrain,Consumer Internet & Tech,Online Talent Discovery Platform for Kids,Hyderabad,0.0,1,2016-06-28,2016-06-28
MyTaxiIndia,Consumer Internet & Tech,Online Car rental booking platform,Delhi,1600000.0,3,2015-06-03,2016-07-21
MyUpchar,Healthtech,Local Language Health Content App,Delhi,5300000.0,2,2017-09-27,2018-08-27
Myeglu,Consumer Internet & Tech,Connected Smart Home Solutions,Bangalore,0.0,1,2016-01-28,2016-01-28
Myelin Foundry,Consumer Internet & Tech,Deep-technology,Bangalore,1000000.0,1,2019-09-04,2019-09-04
Myly,Consumer Internet & Tech,Mobile App for Schools,Jaipur,410000.0,2,2016-01-07,2017-04-15
Myonsto,Other,,Ahmedabad,320000.0,1,2015-07-23,2015-07-23
Myra,Consumer Internet & Tech,Online Pharmacy,Bangalore,0.0,1,2017-04-26,2017-04-26
Mystifly,Consumer Internet & Tech,Airline Ticket Aggregator,Bangalore,5000000.0,1,2016-10-03,2016-10-03
N.O.W,Consumer Internet & Tech,Bike Taxi Service & Hyperlocal Delivery App,Noida,500000.0,2,2016-01-29,2016-03-07
NDTV Wedding portal,E-Commerce,,Delhi,20000000.0,1,2015-12-04,2015-12-04
NDTV ecommerce venture,E-Commerce,,Mumbai,0.0,1,2015-08-06,2015-08-06
Naaptol,E-Commerce,,Mumbai,52000000.0,1,2015-11-24,2015-11-24
Naaptol.com,E-Commerce,,Mumbai,21500000.0,1,2015-04-28,2015-04-28
Nactus,Consumer Internet & Tech,Professional Tutors discovery & booking mobile app,Jaipur,0.0,1,2017-03-03,2017-03-03
Nagpur Wholesale,E-Commerce,eCommerce,Nagpur,143000.0,1,2018-12-04,2018-12-04
NanoClean Global,IoT & Hardware,Anti-Pollution,Delhi,600000.0,1,2019-02-13,2019-02-13
Narvar,Consumer Internet & Tech,Post-Purchase Customer Engagement Platform,Bangalore,3000000.0,1,2018-08-28,2018-08-28
Native Special,E-Commerce,Indian Sweets & Snacks etailer,Karur,0.0,1,2017-01-19,2017-01-19
Naturally Yours,E-Commerce,,Mumbai,0.0,1,2015-10-07,2015-10-07
NatureNama,Consumer Internet & Tech,Online Outdoors & travel,Mumbai,225000.0,1,2016-06-21,2016-06-21
Navia Life Care,Consumer Internet & Tech,Health Technology platform,Delhi,0.0,1,2017-04-17,2017-04-17
Nayi Disha,Edtech,,Delhi,300000.0,1,2015-04-13,2015-04-13
Nazara Technologies,Consumer Internet & Tech,Mobile Games Development Firm,Mumbai,27000000.0,1,2017-12-13,2017-12-13
Near.in,,,,285000.0,1,2015-01-06,2015-01-06
NearBuy,Consumer Internet & Tech,Online Deals & Discount platform,Gurgaon,2500000.0,1,2016-09-13,2016-09-13
NearBuy (previously\\xc2\\xa0 groupon India),E-Commerce,,Delhi,16000000.0,1,2015-08-10,2015-08-10
NearFox,Consumer Internet & Tech,Local Lifestyle Content and Discovery Platform,Mumbai,0.0,1,2016-08-25,2016-08-25
NearU,Consumer Internet & Tech,Marketing app for retailers,Mumbai,0.0,1,2016-08-23,2016-08-23
NeoGrowth,Fintech,SME Lending platform,Mumbai,16000000.0,1,2016-07-04,2016-07-04
NeoGrowth Credit,Fintech,Digital Lending,Mumbai,47000000.0,1,2018-01-24,2018-01-24
NeoStencil,Consumer Internet & Tech,Live Online Coaching Classes,Delhi,1000000.0,1,2017-02-28,2017-02-28
Neotrade Analytics,Fintech,,Bangalore,235000.0,1,2015-09-21,2015-09-21
Nest Education,Consumer Internet & Tech,EduTech Platform,Gurgaon,600000.0,1,2017-09-05,2017-09-05
NestAway,Consumer Internet & Tech,Furnished Home Rental Platform,Bangalore,31300000.0,2,2015-03-16,2016-04-15
Nestaway,Consumer Internet & Tech,Online Home Rental Marketplace,Bangalore,12750000.0,2,2015-07-23,2016-02-29
NetLinx,Consumer Internet & Tech,Internet Service Provider,Hyderabad,3000000.0,1,2016-10-04,2016-10-04
NetMeds,E-Commerce,Online Pharmacy,Chennai,14000000.0,1,2017-10-31,2017-10-31
Netmeds,Consumer Internet & Tech,Online Pharmacy Chain,Chennai,35000000.0,1,2018-09-01,2018-09-01
Netmeds.com,Healthtech,,Chennai,50000000.0,1,2015-10-26,2015-10-26
Netree,E-Commerce,Mobile-only Retailers Engagement Solution,Delhi,0.0,1,2016-12-07,2016-12-07
Network Intelligence,Consumer Internet & Tech,Cybersecurity Specialist,Mumbai,4800000.0,1,2018-06-14,2018-06-14
NeuroEquilibrium,Consumer Internet & Tech,Health-Tech platform,Jaipur,250000.0,1,2016-12-09,2016-12-09
NeuroSynaptic,Consumer Internet & Tech,Remote Healthcare Delivery Solutions,Bangalore,0.0,1,2016-10-05,2016-10-05
New Castle Technologies,Consumer Internet & Tech,Hospital Management Software,Chennai,243000.0,1,2017-08-08,2017-08-08
Newgen Payments,Fintech,,Delhi,0.0,1,2015-05-25,2015-05-25
Newgen Software,Consumer Internet & Tech,IT,Delhi,20000000.0,1,2018-01-15,2018-01-15
NewsDistill,Consumer Internet & Tech,City based News Aggregator App,Hyderabad,100000.0,1,2016-09-16,2016-09-16
NewsHunt,,,,40000000.0,1,2015-02-06,2015-02-06
NewsInShorts,,,,4150000.0,1,2015-02-16,2015-02-16
NewsLaundry,Consumer Internet & Tech,Independent News Media Portal,Delhi,0.0,1,2016-02-22,2016-02-22
Newspatrolling,Consumer Internet & Tech,Online News portal,Delhi,25000.0,1,2016-10-14,2016-10-14
NextGen,,,,0.0,1,2015-02-17,2015-02-17
NiYO Solutions,Consumer Internet & Tech,Payroll & Benefits Software solutions,Bangalore,1000000.0,1,2016-07-19,2016-07-19
Niffler,,,,1000000.0,1,2015-03-05,2015-03-05
NightStay,Travel & Hospitality,,Noida,500000.0,1,2015-08-05,2015-08-05
Nightstay,Consumer Internet & Tech,Last minute hotel booking mobile app,Delhi,0.0,1,2017-05-08,2017-05-08
Niki.ai,Consumer Internet & Tech,AI Based Personal Assistant,Bangalore,2000000.0,4,2015-10-30,2017-06-28
Nimble Wireless,,,,3000000.0,1,2015-02-11,2015-02-11
Ninjacart,Media & Entertainment,Agritech,Bangalore,34500000.0,3,2016-03-07,2019-11-15
Niramai,Healthtech,Breast Cancer Screening Solutions,Bangalore,0.0,1,2017-04-24,2017-04-24
NirogStreet,Healthtech,An Online Platform That Connects Ayurveda Doctors With Patients,Gurgaon,300000.0,1,2018-06-13,2018-06-13
Nivesh,Fintech,Mass Market Mutual Fund Investment Platform,Noida,450000.0,2,2017-05-29,2018-06-13
NoBroker,E-Commerce,Real Estate,Bangalore,71400000.0,6,2015-02-23,2019-06-05
NoPaperForms,Consumer Internet & Tech,Enrolment Management Platform,Delhi,872000.0,1,2017-11-09,2017-11-09
Noddapp,Consumer Internet & Tech,App based networking platform,Mumbai,147000.0,1,2016-11-22,2016-11-22
Noodle Play,Food & Beverage,,Mumbai,168000.0,1,2015-07-30,2015-07-30
Northmist,Fashion & Lifestyle,Mens Wear,Delhi,0.0,1,2018-10-01,2018-10-01
Notary Mama,Consumer Internet & Tech,On-demand Legal documentation and registration service,Bangalore,0.0,1,2016-02-17,2016-02-17
Notesgen,Consumer Internet & Tech,Online Notes Sharing Portal,Delhi,100000.0,1,2016-08-23,2016-08-23
Noticeboard,Consumer Internet & Tech,"mobile-first communication platform for on-field staff,",Bangalore,1200000.0,2,2017-07-25,2017-09-19
Notion Press,Consumer Internet & Tech,Self-Publishing books platform,Chennai,1000000.0,1,2016-08-29,2016-08-29
NowFloats,Consumer Internet & Tech,Platform to take businesses online,Hyderabad,10000000.0,2,2015-02-02,2017-01-24
